ID,Zip,Average Annual Income,Average annual disposable funds,Education,Average age,age18-25,age 26-35,age 36-50,age 51-69,age 70+,Population,Female,Male,State
121118,61725,64249,6322,Bachelor's Degree,22,0.33,0.18,0.25,0.17,0.07,1547,0.41,0.59,Illinois
121119,61726,55912,2803,Doctorate Degree,29,0.26,0.2,0.19,0.29,0.06,2544,0.52,0.48,Illinois
121120,61727,105650,7838,Some High School,28,0.12,0.29,0.27,0.23,0.09,10015,0.4,0.6,Illinois
121121,61728,90473,5906,Master's Degree,29,0.19,0.27,0.26,0.19,0.09,1410,0.63,0.37,Illinois
121122,61729,50290,4467,Bachelor's Degree,32,0.17,0.28,0.29,0.18,0.08,1073,0.52,0.48,Illinois
121123,61730,116648,16376,High School Diploma,23,0.09,0.29,0.27,0.26,0.09,379,0.61,0.39,Illinois
121124,61731,147627,15247,Doctorate Degree,17,0.35,0.21,0.17,0.21,0.06,280,0.51,0.49,Illinois
121125,61732,60408,8152,Some College,25,0.26,0.19,0.26,0.23,0.06,2096,0.67,0.33,Illinois
121126,61733,37020,5120,Master's Degree,30,0.21,0.28,0.17,0.25,0.09,1124,0.55,0.45,Illinois
121127,61734,118291,11046,Some College,32,0.15,0.25,0.29,0.24,0.07,2867,0.56,0.44,Illinois
121128,61735,50665,4939,Some High School,36,0.14,0.22,0.29,0.27,0.08,420,0.42,0.58,Illinois
121129,61736,65335,4962,High School Diploma,20,0.37,0.18,0.19,0.17,0.09,1808,0.42,0.58,Illinois
121130,61737,132014,9746,Master's Degree,32,0.21,0.23,0.21,0.26,0.09,516,0.42,0.58,Illinois
121131,61738,156711,16500,Some High School,28,0.3,0.21,0.17,0.26,0.06,4212,0.66,0.34,Illinois
121132,61739,27282,2178,Some College,31,0.06,0.3,0.27,0.3,0.07,4897,0.45,0.55,Illinois
121133,61740,81023,5142,GED,29,0.29,0.19,0.22,0.22,0.08,1634,0.57,0.43,Illinois
121134,61741,152771,19406,Bachelor's Degree,35,0.12,0.3,0.29,0.2,0.09,1746,0.56,0.44,Illinois
121135,61742,147380,17080,Some College,39,0.15,0.29,0.28,0.2,0.08,1144,0.5,0.5,Illinois
121136,61743,122209,15793,Some College,28,0.15,0.28,0.27,0.22,0.08,212,0.66,0.34,Illinois
121137,61744,127269,8523,Some High School,27,0.33,0.2,0.19,0.19,0.09,2031,0.49,0.51,Illinois
121138,61745,132660,12922,High School Diploma,22,0.33,0.2,0.21,0.18,0.08,4408,0.5,0.5,Illinois
121139,61747,124557,11354,GED,30,0.26,0.24,0.2,0.24,0.06,1560,0.5,0.5,Illinois
121140,61748,128479,13552,Bachelor's Degree,23,0.38,0.17,0.17,0.19,0.09,2782,0.63,0.37,Illinois
121141,61749,153940,10698,Some High School,29,0.24,0.19,0.3,0.21,0.06,556,0.44,0.56,Illinois
121142,61750,112638,10275,GED,33,0.23,0.26,0.28,0.17,0.06,133,0.67,0.33,Illinois
121143,61751,58563,4358,Master's Degree,23,0.34,0.2,0.21,0.19,0.06,124,0.62,0.38,Illinois
121144,61752,53525,6073,Bachelor's Degree,25,0.29,0.21,0.21,0.21,0.08,4339,0.61,0.39,Illinois
121145,61753,119722,7390,High School Diploma,34,0.18,0.27,0.29,0.18,0.08,3012,0.53,0.47,Illinois
121146,61754,66227,5924,Some High School,27,0.26,0.21,0.29,0.18,0.06,1261,0.63,0.37,Illinois
121147,61755,43848,2340,GED,34,0.18,0.28,0.24,0.22,0.08,4669,0.62,0.38,Illinois
121148,61756,105556,6145,Associate's Degree,37,0.17,0.24,0.26,0.27,0.06,2337,0.55,0.45,Illinois
121149,61759,132543,16921,Doctorate Degree,35,0.16,0.28,0.23,0.24,0.09,1534,0.5,0.5,Illinois
121150,61760,136157,16694,Doctorate Degree,41,0.23,0.29,0.17,0.24,0.07,2544,0.45,0.55,Illinois
121151,61761,58266,6684,High School Diploma,30,0.19,0.19,0.27,0.27,0.08,52879,0.64,0.36,Illinois
121152,61764,60448,8662,Doctorate Degree,35,0.15,0.3,0.27,0.19,0.09,14460,0.57,0.43,Illinois
121153,61769,137377,8150,High School Diploma,29,0.3,0.24,0.2,0.18,0.08,619,0.64,0.36,Illinois
121154,61770,143825,7334,Bachelor's Degree,34,0.19,0.19,0.29,0.27,0.06,1108,0.62,0.38,Illinois
121155,61771,74886,10800,Associate's Degree,38,0.22,0.25,0.21,0.24,0.08,860,0.5,0.5,Illinois
121156,61772,78133,4320,Associate's Degree,21,0.34,0.22,0.18,0.17,0.09,351,0.56,0.44,Illinois
121157,61773,35351,5061,Associate's Degree,28,0.27,0.25,0.2,0.22,0.06,477,0.49,0.51,Illinois
121158,61774,104326,14036,Master's Degree,31,0.3,0.17,0.22,0.24,0.07,962,0.49,0.51,Illinois
121159,61775,130235,7525,Doctorate Degree,34,0.15,0.3,0.26,0.23,0.06,307,0.55,0.45,Illinois
121160,61776,149195,22013,Some High School,33,0.21,0.24,0.29,0.18,0.08,1409,0.62,0.38,Illinois
121161,61777,79908,5309,Associate's Degree,33,0.25,0.24,0.28,0.17,0.06,952,0.46,0.54,Illinois
121162,61778,122105,9275,Some College,30,0.23,0.2,0.27,0.23,0.07,683,0.65,0.35,Illinois
121163,61801,139923,9317,GED,39,0.21,0.28,0.19,0.26,0.06,30937,0.44,0.56,Illinois
121164,61802,161530,21614,High School Diploma,41,0.17,0.18,0.26,0.3,0.09,19052,0.65,0.35,Illinois
121165,61810,161745,12522,GED,31,0.27,0.29,0.19,0.17,0.08,361,0.67,0.33,Illinois
121166,61811,47692,2554,GED,30,0.27,0.17,0.19,0.28,0.09,703,0.54,0.46,Illinois
121167,61812,35405,2972,Bachelor's Degree,28,0.33,0.22,0.19,0.2,0.06,375,0.45,0.55,Illinois
121168,61813,168160,8569,High School Diploma,28,0.15,0.25,0.3,0.21,0.09,1971,0.65,0.35,Illinois
121169,61814,94556,8662,High School Diploma,16,0.35,0.21,0.17,0.19,0.08,1157,0.45,0.55,Illinois
121170,61815,99477,6798,Associate's Degree,26,0.19,0.26,0.27,0.21,0.07,228,0.67,0.33,Illinois
121171,61816,46651,4609,Associate's Degree,22,0.23,0.25,0.23,0.22,0.07,509,0.66,0.34,Illinois
121172,61817,175012,18863,Associate's Degree,35,0.1,0.27,0.25,0.3,0.08,2583,0.46,0.54,Illinois
121173,61818,139480,18812,Some College,36,0.21,0.24,0.17,0.3,0.08,1665,0.41,0.59,Illinois
121174,61820,102622,13356,Some High School,38,0.1,0.25,0.28,0.3,0.07,36964,0.56,0.44,Illinois
121175,61821,39081,3706,GED,26,0.24,0.18,0.25,0.25,0.08,30174,0.48,0.52,Illinois
121176,61822,102266,7697,Doctorate Degree,25,0.11,0.29,0.26,0.28,0.06,21608,0.56,0.44,Illinois
121177,61830,47394,4512,Some High School,32,0.18,0.22,0.3,0.24,0.06,478,0.53,0.47,Illinois
121178,61831,44711,5047,Bachelor's Degree,34,0.24,0.18,0.29,0.22,0.07,157,0.54,0.46,Illinois
121179,61832,170285,9500,Bachelor's Degree,29,0.29,0.17,0.22,0.24,0.08,37290,0.66,0.34,Illinois
121180,61833,26342,2857,Master's Degree,31,0.19,0.27,0.19,0.28,0.07,2124,0.59,0.41,Illinois
121181,61834,160173,22282,GED,22,0.2,0.23,0.26,0.23,0.08,8454,0.52,0.48,Illinois
121182,61839,113178,10657,High School Diploma,26,0.3,0.25,0.18,0.19,0.08,586,0.45,0.55,Illinois
121183,61840,82587,7666,Master's Degree,31,0.17,0.26,0.2,0.3,0.07,709,0.55,0.45,Illinois
121184,61841,140049,10638,Some College,38,0.26,0.18,0.27,0.22,0.07,1386,0.44,0.56,Illinois
121185,61842,96489,8097,Master's Degree,27,0.25,0.2,0.24,0.25,0.06,2984,0.57,0.43,Illinois
121186,61843,35679,5268,Some High School,29,0.27,0.17,0.23,0.24,0.09,2363,0.43,0.57,Illinois
121187,61844,84978,4992,Some High School,27,0.14,0.3,0.26,0.23,0.07,970,0.66,0.34,Illinois
121188,61845,132691,15791,Some High School,28,0.25,0.25,0.25,0.17,0.08,364,0.64,0.36,Illinois
121189,61846,139645,19954,Bachelor's Degree,28,0.27,0.24,0.2,0.22,0.07,5101,0.49,0.51,Illinois
121190,61847,175072,24849,Master's Degree,32,0.33,0.19,0.18,0.21,0.09,1256,0.63,0.37,Illinois
121191,61848,113590,7169,Master's Degree,35,0.26,0.2,0.28,0.2,0.06,227,0.53,0.47,Illinois
121192,61849,37276,4721,Some College,21,0.31,0.19,0.2,0.23,0.07,1842,0.48,0.52,Illinois
121193,61850,123400,10303,Doctorate Degree,28,0.15,0.27,0.27,0.24,0.07,671,0.6,0.4,Illinois
121194,61851,64444,3935,GED,28,0.26,0.21,0.28,0.17,0.08,436,0.49,0.51,Illinois
121195,61852,31255,3586,Bachelor's Degree,27,0.11,0.29,0.3,0.21,0.09,261,0.45,0.55,Illinois
121196,61853,172058,9573,Doctorate Degree,35,0.17,0.29,0.3,0.18,0.06,13206,0.67,0.33,Illinois
121197,61854,72681,8454,Bachelor's Degree,36,0.25,0.19,0.2,0.29,0.07,1438,0.44,0.56,Illinois
121198,61855,102520,8837,Some High School,35,0.07,0.28,0.28,0.29,0.08,96,0.42,0.58,Illinois
121199,61856,165063,9934,High School Diploma,19,0.33,0.23,0.17,0.19,0.08,7433,0.62,0.38,Illinois
121200,61857,57945,8457,GED,30,0.22,0.29,0.23,0.18,0.08,153,0.45,0.55,Illinois
121201,61858,37011,3069,Bachelor's Degree,34,0.21,0.26,0.24,0.22,0.07,3124,0.42,0.58,Illinois
121202,61859,89388,11274,Associate's Degree,29,0.17,0.28,0.22,0.27,0.06,1297,0.43,0.57,Illinois
121203,61862,114235,7938,Some High School,29,0.28,0.29,0.19,0.18,0.06,510,0.64,0.36,Illinois
121204,61863,137505,11844,Some College,28,0.22,0.19,0.22,0.28,0.09,814,0.47,0.53,Illinois
121205,61864,159340,14929,Doctorate Degree,34,0.15,0.24,0.25,0.3,0.06,1715,0.41,0.59,Illinois
121206,61865,137955,14301,Some College,25,0.22,0.19,0.25,0.28,0.06,1391,0.59,0.41,Illinois
121207,61866,51552,2835,Some High School,34,0.2,0.23,0.3,0.19,0.08,14048,0.59,0.41,Illinois
121208,61870,157667,20505,Some High School,28,0.24,0.21,0.19,0.29,0.07,1327,0.55,0.45,Illinois
121209,61871,179802,22803,Doctorate Degree,35,0.25,0.2,0.29,0.18,0.08,284,0.61,0.39,Illinois
121210,61872,69016,8235,Doctorate Degree,31,0.08,0.27,0.28,0.3,0.07,760,0.45,0.55,Illinois
121211,61873,33205,2269,Bachelor's Degree,27,0.16,0.26,0.3,0.21,0.07,6250,0.62,0.38,Illinois
121212,61874,117825,6336,Associate's Degree,30,0.11,0.26,0.29,0.26,0.08,7114,0.45,0.55,Illinois
121213,61875,45800,5386,Master's Degree,33,0.15,0.26,0.27,0.23,0.09,761,0.43,0.57,Illinois
121214,61876,161316,21418,GED,25,0.16,0.27,0.3,0.21,0.06,800,0.55,0.45,Illinois
121215,61877,30311,1833,Bachelor's Degree,28,0.22,0.25,0.18,0.27,0.08,1627,0.54,0.46,Illinois
121216,61878,40282,2176,Doctorate Degree,30,0.22,0.25,0.19,0.26,0.08,1433,0.4,0.6,Illinois
121217,61880,61937,7733,Associate's Degree,33,0.12,0.3,0.22,0.3,0.06,4183,0.43,0.57,Illinois
121218,61882,138531,7530,GED,23,0.14,0.25,0.3,0.23,0.08,713,0.52,0.48,Illinois
121219,61883,171621,23098,Master's Degree,34,0.23,0.21,0.3,0.17,0.09,4438,0.47,0.53,Illinois
121220,61884,36248,4857,Some High School,30,0.19,0.19,0.27,0.27,0.08,1244,0.48,0.52,Illinois
121221,61910,25474,1913,Some College,25,0.28,0.25,0.19,0.2,0.08,4463,0.66,0.34,Illinois
121222,61911,26162,1971,Doctorate Degree,23,0.32,0.2,0.18,0.21,0.09,4860,0.6,0.4,Illinois
121223,61912,82291,6212,High School Diploma,23,0.24,0.23,0.29,0.18,0.06,1344,0.46,0.54,Illinois
121224,61913,109120,12561,Some High School,31,0.18,0.28,0.26,0.22,0.06,1684,0.67,0.33,Illinois
121225,61914,168435,16552,High School Diploma,36,0.25,0.19,0.24,0.25,0.07,1920,0.58,0.42,Illinois
121226,61917,33880,4623,GED,25,0.14,0.23,0.3,0.26,0.07,591,0.61,0.39,Illinois
121227,61919,126450,18870,Doctorate Degree,36,0.22,0.23,0.27,0.22,0.06,813,0.52,0.48,Illinois
121228,61920,42987,5364,GED,35,0.16,0.22,0.29,0.25,0.08,25594,0.66,0.34,Illinois
121229,61924,167804,18851,Doctorate Degree,34,0.24,0.24,0.18,0.26,0.08,2449,0.57,0.43,Illinois
121230,61925,125493,8674,High School Diploma,23,0.26,0.17,0.22,0.27,0.08,912,0.5,0.5,Illinois
121231,61928,106982,11779,Associate's Degree,26,0.15,0.29,0.21,0.27,0.08,757,0.59,0.41,Illinois
121232,61929,48299,4267,Some High School,31,0.26,0.23,0.25,0.2,0.06,769,0.57,0.43,Illinois
121233,61930,120579,9835,Some High School,25,0.13,0.29,0.23,0.26,0.09,515,0.41,0.59,Illinois
121234,61931,146409,21134,Bachelor's Degree,27,0.18,0.28,0.24,0.23,0.07,1255,0.47,0.53,Illinois
121235,61932,100810,10602,Doctorate Degree,30,0.14,0.21,0.28,0.29,0.08,456,0.49,0.51,Illinois
121236,61933,113674,9306,Doctorate Degree,32,0.22,0.26,0.19,0.27,0.06,1141,0.61,0.39,Illinois
121237,61936,58894,3367,Master's Degree,35,0.32,0.18,0.17,0.27,0.06,243,0.55,0.45,Illinois
121238,61937,71789,7420,Associate's Degree,27,0.29,0.23,0.24,0.18,0.06,2022,0.46,0.54,Illinois
121239,61938,48839,3840,Doctorate Degree,34,0.26,0.18,0.21,0.29,0.06,22409,0.44,0.56,Illinois
121240,61940,137942,16263,Doctorate Degree,26,0.25,0.21,0.18,0.28,0.08,258,0.61,0.39,Illinois
121241,61941,141130,9619,Some College,34,0.21,0.24,0.27,0.2,0.08,57,0.55,0.45,Illinois
121242,61942,60274,7841,Associate's Degree,24,0.11,0.28,0.26,0.27,0.08,1202,0.44,0.56,Illinois
121243,61943,45712,6333,Some College,23,0.26,0.21,0.26,0.19,0.08,1637,0.53,0.47,Illinois
121244,61944,158792,8627,Associate's Degree,34,0.2,0.28,0.28,0.17,0.07,12908,0.52,0.48,Illinois
121245,61949,167024,15948,Doctorate Degree,36,0.25,0.2,0.23,0.24,0.08,179,0.52,0.48,Illinois
121246,61951,28803,2437,High School Diploma,36,0.18,0.27,0.25,0.24,0.06,8017,0.62,0.38,Illinois
121247,61953,39616,2400,Master's Degree,33,0.26,0.22,0.26,0.2,0.06,6216,0.56,0.44,Illinois
121248,61955,29672,2231,Some High School,35,0.28,0.19,0.29,0.17,0.07,157,0.41,0.59,Illinois
121249,61956,156178,14454,Some High School,26,0.14,0.27,0.22,0.28,0.09,2909,0.42,0.58,Illinois
121250,61957,57479,7841,Doctorate Degree,19,0.26,0.23,0.24,0.18,0.09,1869,0.41,0.59,Illinois
121251,62001,126636,17966,Some College,25,0.24,0.27,0.18,0.23,0.08,1752,0.54,0.46,Illinois
121252,62002,137873,7785,High School Diploma,24,0.13,0.26,0.27,0.28,0.06,32704,0.49,0.51,Illinois
121253,62006,127384,12776,Bachelor's Degree,33,0.16,0.29,0.25,0.22,0.08,648,0.53,0.47,Illinois
121254,62009,176140,19040,Associate's Degree,30,0.19,0.26,0.3,0.18,0.07,1810,0.58,0.42,Illinois
121255,62010,34954,3306,Associate's Degree,21,0.31,0.24,0.17,0.21,0.07,11186,0.61,0.39,Illinois
121256,62011,75642,6073,Associate's Degree,26,0.3,0.2,0.2,0.21,0.09,284,0.5,0.5,Illinois
121257,62012,52276,5691,Associate's Degree,24,0.3,0.21,0.22,0.2,0.07,6654,0.53,0.47,Illinois
121258,62013,131349,18345,Associate's Degree,33,0.21,0.17,0.28,0.28,0.06,552,0.52,0.48,Illinois
121259,62014,137536,6919,High School Diploma,32,0.18,0.27,0.24,0.22,0.09,4122,0.44,0.56,Illinois
121260,62015,59832,3349,Doctorate Degree,28,0.21,0.2,0.28,0.25,0.06,487,0.61,0.39,Illinois
121261,62016,128146,13336,Some High School,31,0.3,0.25,0.17,0.22,0.06,3816,0.58,0.42,Illinois
121262,62017,25248,3429,Doctorate Degree,37,0.29,0.18,0.17,0.27,0.09,1185,0.51,0.49,Illinois
121263,62018,83539,9568,Bachelor's Degree,27,0.17,0.29,0.18,0.28,0.08,3604,0.64,0.36,Illinois
121264,62019,29188,4109,Doctorate Degree,28,0.25,0.2,0.25,0.23,0.07,490,0.44,0.56,Illinois
121265,62021,113259,8791,GED,31,0.25,0.19,0.19,0.29,0.08,936,0.62,0.38,Illinois
121266,62022,46953,5685,Associate's Degree,34,0.16,0.28,0.2,0.27,0.09,1138,0.64,0.36,Illinois
121267,62023,63168,6302,Some College,24,0.25,0.26,0.19,0.24,0.06,91,0.62,0.38,Illinois
121268,62024,61482,5813,Associate's Degree,26,0.15,0.26,0.22,0.3,0.07,9775,0.55,0.45,Illinois
121269,62025,168687,17312,Some College,33,0.14,0.27,0.3,0.23,0.06,33748,0.67,0.33,Illinois
121270,62027,51382,5360,Some High School,27,0.23,0.26,0.18,0.25,0.08,536,0.48,0.52,Illinois
121271,62028,92124,11904,Some College,31,0.28,0.26,0.23,0.17,0.06,1276,0.62,0.38,Illinois
121272,62030,119645,16915,Some College,31,0.22,0.22,0.23,0.25,0.08,114,0.41,0.59,Illinois
121273,62031,37635,3809,GED,40,0.2,0.18,0.29,0.26,0.07,970,0.63,0.37,Illinois
121274,62032,179142,17182,GED,23,0.22,0.25,0.21,0.25,0.07,749,0.53,0.47,Illinois
121275,62033,61157,5125,Some High School,38,0.17,0.27,0.17,0.3,0.09,4894,0.66,0.34,Illinois
121276,62034,142188,14728,Some High School,36,0.22,0.17,0.29,0.25,0.07,13819,0.4,0.6,Illinois
121277,62035,177381,10986,High School Diploma,28,0.17,0.17,0.29,0.29,0.08,16494,0.54,0.46,Illinois
121278,62036,114044,9325,Associate's Degree,36,0.19,0.21,0.25,0.28,0.07,704,0.46,0.54,Illinois
121279,62037,124564,9736,Some College,30,0.21,0.17,0.25,0.29,0.08,1993,0.52,0.48,Illinois
121280,62040,29484,2497,Some College,37,0.1,0.29,0.3,0.22,0.09,43735,0.64,0.36,Illinois
121281,62044,58566,3323,High School Diploma,37,0.28,0.19,0.3,0.17,0.06,2009,0.53,0.47,Illinois
121282,62045,116862,8202,High School Diploma,25,0.22,0.2,0.25,0.27,0.06,647,0.59,0.41,Illinois
121283,62046,95943,11022,GED,23,0.29,0.25,0.18,0.21,0.07,713,0.56,0.44,Illinois
121284,62047,138797,14086,GED,31,0.28,0.17,0.2,0.28,0.07,1555,0.49,0.51,Illinois
121285,62048,82848,11544,Some College,37,0.13,0.3,0.22,0.29,0.06,1459,0.48,0.52,Illinois
121286,62049,169374,21827,Master's Degree,37,0.22,0.24,0.24,0.21,0.09,8470,0.51,0.49,Illinois
121287,62050,174933,24392,GED,29,0.31,0.21,0.23,0.18,0.07,473,0.44,0.56,Illinois
121288,62051,129145,7518,Master's Degree,39,0.19,0.22,0.24,0.28,0.07,950,0.66,0.34,Illinois
121289,62052,82322,8651,Associate's Degree,30,0.29,0.25,0.19,0.19,0.08,13002,0.43,0.57,Illinois
121290,62053,65544,3470,Some High School,27,0.29,0.21,0.2,0.24,0.06,650,0.64,0.36,Illinois
121291,62054,141453,18454,Associate's Degree,22,0.31,0.21,0.2,0.2,0.08,872,0.41,0.59,Illinois
121292,62056,124688,16942,Master's Degree,36,0.21,0.28,0.26,0.19,0.06,8930,0.49,0.51,Illinois
121293,62058,148585,17722,Doctorate Degree,37,0.17,0.18,0.28,0.29,0.08,843,0.52,0.48,Illinois
121294,62059,102183,12998,Bachelor's Degree,31,0.23,0.2,0.19,0.29,0.09,746,0.58,0.42,Illinois
121295,62060,54320,6760,Associate's Degree,25,0.22,0.25,0.26,0.21,0.06,4847,0.5,0.5,Illinois
121296,62061,52165,6588,Master's Degree,29,0.25,0.25,0.18,0.26,0.06,1718,0.53,0.47,Illinois
121297,62062,64064,8620,Master's Degree,27,0.27,0.17,0.3,0.17,0.09,7658,0.62,0.38,Illinois
121298,62063,103764,9546,High School Diploma,25,0.17,0.28,0.29,0.17,0.09,1214,0.51,0.49,Illinois
121299,62065,174799,19238,Associate's Degree,29,0.22,0.23,0.22,0.24,0.09,97,0.63,0.37,Illinois
121300,62067,41007,5659,Bachelor's Degree,28,0.23,0.2,0.25,0.26,0.06,2401,0.57,0.43,Illinois
121301,62069,141711,17835,GED,33,0.24,0.18,0.22,0.28,0.08,3313,0.59,0.41,Illinois
121302,62070,91787,7011,Bachelor's Degree,24,0.08,0.3,0.23,0.3,0.09,61,0.49,0.51,Illinois
121303,62074,76741,5974,Some High School,26,0.16,0.26,0.22,0.3,0.06,1087,0.47,0.53,Illinois
121304,62075,106623,11726,GED,25,0.18,0.25,0.26,0.24,0.07,3458,0.61,0.39,Illinois
121305,62076,65959,8970,GED,34,0.2,0.23,0.3,0.21,0.06,135,0.63,0.37,Illinois
121306,62077,42328,2764,GED,31,0.26,0.25,0.21,0.21,0.07,347,0.6,0.4,Illinois
121307,62078,159992,18730,Some High School,30,0.25,0.17,0.24,0.25,0.09,119,0.64,0.36,Illinois
121308,62079,40392,5352,Some College,24,0.2,0.24,0.27,0.23,0.06,256,0.62,0.38,Illinois
121309,62080,57800,5436,Associate's Degree,35,0.13,0.23,0.29,0.29,0.06,2508,0.53,0.47,Illinois
121310,62081,32210,4221,Some College,28,0.26,0.24,0.19,0.22,0.09,298,0.41,0.59,Illinois
121311,62082,84304,12629,High School Diploma,26,0.31,0.2,0.19,0.24,0.06,3109,0.52,0.48,Illinois
121312,62083,137767,14291,Bachelor's Degree,26,0.3,0.22,0.24,0.18,0.06,295,0.41,0.59,Illinois
121313,62084,76633,7899,Some High School,34,0.26,0.19,0.19,0.28,0.08,1606,0.53,0.47,Illinois
121314,62085,165543,9210,High School Diploma,34,0.16,0.25,0.29,0.24,0.06,209,0.53,0.47,Illinois
121315,62086,140241,19793,Doctorate Degree,30,0.35,0.18,0.21,0.17,0.09,1437,0.59,0.41,Illinois
121316,62087,128709,19093,Master's Degree,33,0.18,0.21,0.3,0.25,0.06,2087,0.52,0.48,Illinois
121317,62088,103300,10766,Some College,26,0.12,0.28,0.3,0.21,0.09,6960,0.45,0.55,Illinois
121318,62089,169152,11296,Doctorate Degree,17,0.28,0.17,0.23,0.24,0.08,489,0.6,0.4,Illinois
121319,62090,158817,23003,Associate's Degree,37,0.23,0.19,0.26,0.25,0.07,1189,0.63,0.37,Illinois
121320,62091,159760,9172,GED,30,0.11,0.25,0.27,0.3,0.07,337,0.59,0.41,Illinois
121321,62092,40180,5713,Some High School,27,0.15,0.27,0.24,0.28,0.06,2979,0.46,0.54,Illinois
121322,62093,179307,24035,High School Diploma,25,0.26,0.22,0.22,0.21,0.09,435,0.47,0.53,Illinois
121323,62094,95328,6602,Doctorate Degree,28,0.12,0.28,0.26,0.26,0.08,1152,0.42,0.58,Illinois
121324,62095,179649,17403,Associate's Degree,29,0.11,0.26,0.24,0.3,0.09,11237,0.4,0.6,Illinois
121325,62097,72777,6866,Some College,25,0.13,0.25,0.27,0.29,0.06,2828,0.64,0.36,Illinois
121326,62098,71613,5294,High School Diploma,38,0.28,0.19,0.18,0.29,0.06,91,0.41,0.59,Illinois
121327,62201,162272,18320,Doctorate Degree,33,0.2,0.2,0.27,0.24,0.09,7547,0.49,0.51,Illinois
121328,62203,155477,10858,High School Diploma,38,0.13,0.27,0.27,0.25,0.08,8209,0.64,0.36,Illinois
121329,62204,55551,5265,GED,25,0.2,0.26,0.22,0.25,0.07,7960,0.61,0.39,Illinois
121330,62205,65601,6089,Some College,40,0.17,0.29,0.29,0.19,0.06,9329,0.66,0.34,Illinois
121331,62206,85952,5277,Master's Degree,40,0.17,0.29,0.22,0.25,0.07,16509,0.51,0.49,Illinois
121332,62207,84033,4503,Associate's Degree,28,0.21,0.22,0.25,0.25,0.07,8750,0.51,0.49,Illinois
121333,62208,165753,11939,Bachelor's Degree,28,0.29,0.24,0.21,0.19,0.07,17376,0.51,0.49,Illinois
121334,62214,116569,10288,Some High School,34,0.22,0.24,0.19,0.29,0.06,1229,0.53,0.47,Illinois
121335,62215,86226,5259,Doctorate Degree,39,0.21,0.2,0.23,0.27,0.09,1872,0.61,0.39,Illinois
121336,62216,106021,9786,Some High School,26,0.16,0.25,0.29,0.21,0.09,2526,0.47,0.53,Illinois
121337,62217,165033,24568,Associate's Degree,24,0.36,0.22,0.17,0.18,0.07,807,0.57,0.43,Illinois
121338,62218,61004,6927,Some College,28,0.3,0.26,0.19,0.19,0.06,1481,0.47,0.53,Illinois
121339,62219,154680,17467,Associate's Degree,30,0.2,0.21,0.26,0.26,0.07,1009,0.63,0.37,Illinois
121340,62220,145435,17617,Master's Degree,38,0.18,0.19,0.28,0.29,0.06,20504,0.59,0.41,Illinois
121341,62221,145190,11370,Bachelor's Degree,24,0.26,0.24,0.17,0.24,0.09,27858,0.56,0.44,Illinois
121342,62223,89739,5494,Some College,23,0.29,0.22,0.18,0.24,0.07,17560,0.46,0.54,Illinois
121343,62225,125285,7924,High School Diploma,27,0.25,0.19,0.24,0.24,0.08,5381,0.54,0.46,Illinois
121344,62226,73006,10514,Some High School,28,0.28,0.28,0.21,0.17,0.06,29744,0.58,0.42,Illinois
121345,62230,34902,4062,Associate's Degree,29,0.3,0.28,0.17,0.19,0.06,6194,0.67,0.33,Illinois
121346,62231,57163,5839,GED,25,0.23,0.18,0.21,0.29,0.09,7589,0.42,0.58,Illinois
121347,62232,161516,9494,Bachelor's Degree,33,0.23,0.26,0.17,0.28,0.06,7260,0.48,0.52,Illinois
121348,62233,164029,18969,Bachelor's Degree,31,0.22,0.28,0.21,0.23,0.06,10037,0.57,0.43,Illinois
121349,62234,109868,12880,Some High School,25,0.28,0.23,0.24,0.17,0.08,33430,0.49,0.51,Illinois
121350,62236,87812,11633,GED,25,0.19,0.27,0.27,0.18,0.09,12562,0.45,0.55,Illinois
121351,62237,75078,9219,Associate's Degree,32,0.16,0.27,0.24,0.25,0.08,2659,0.48,0.52,Illinois
121352,62238,134053,16068,Master's Degree,33,0.19,0.18,0.3,0.27,0.06,696,0.46,0.54,Illinois
121353,62239,76101,8159,Doctorate Degree,28,0.18,0.27,0.23,0.23,0.09,4954,0.42,0.58,Illinois
121354,62240,45531,2728,Some High School,25,0.23,0.27,0.23,0.19,0.08,1966,0.42,0.58,Illinois
121355,62241,90892,9547,Doctorate Degree,37,0.23,0.21,0.3,0.18,0.08,1061,0.5,0.5,Illinois
121356,62242,129042,12077,Bachelor's Degree,29,0.34,0.2,0.18,0.21,0.07,1526,0.49,0.51,Illinois
121357,62243,163056,13517,Master's Degree,16,0.35,0.18,0.21,0.18,0.08,5910,0.57,0.43,Illinois
121358,62244,61426,7512,High School Diploma,31,0.26,0.2,0.19,0.29,0.06,1156,0.45,0.55,Illinois
121359,62245,98359,11954,Some College,36,0.16,0.19,0.28,0.29,0.08,1794,0.49,0.51,Illinois
121360,62246,158199,15301,Bachelor's Degree,37,0.29,0.26,0.19,0.18,0.08,10355,0.65,0.35,Illinois
121361,62248,120251,9477,Associate's Degree,37,0.25,0.2,0.21,0.25,0.09,320,0.6,0.4,Illinois
121362,62249,52391,5543,Associate's Degree,32,0.15,0.24,0.3,0.23,0.08,15971,0.59,0.41,Illinois
121363,62250,60333,5174,Doctorate Degree,36,0.19,0.29,0.27,0.18,0.07,504,0.57,0.43,Illinois
121364,62253,179899,25110,Associate's Degree,20,0.32,0.24,0.17,0.18,0.09,696,0.42,0.58,Illinois
