ID,Customer ID,Age,Gender,State,Annual Income,Annual Disposal,Education Level,Zip Code
718,CB001718,37,Other,Massachusetts,72000,3600,Associate's Degree,1431
512,CB001512,21,Male,New York,19000,1710,Associate's Degree,13072
1237,CB002237,21,Male,Arkansas,15000,750,Bachelor's Degree,71973
1331,CB002331,30,Male,Ohio,35000,1400,Some College,43085
1470,CB002470,28,Male,Massachusetts,38000,1900,Bachelor's Degree,1270
150,CB001150,32,Male,Minnesota,46000,2300,Some College,56122
1009,CB002009,32,Male,Pennsylvania,28000,1120,Bachelor's Degree,19153
928,CB001928,38,Male,Alaska,97000,3880,High School Diploma,99840
1367,CB002367,32,Male,Texas,37000,1850,,75103
1223,CB002223,46,Female,Kansas,130000,10400,Some College,66508
90,CB001090,22,Female,Michigan,19000,950,Associate's Degree,48009
234,CB001234,42,Male,Georgia,110000,3300,GED,30349
57,CB001057,39,Male,Alabama,72000,3600,High School Diploma,35212
870,CB001870,39,,Illinois,87000,3480,Some College,61426
1395,CB002395,21,Female,Colorado,11000,880,High School Diploma,80211
893,CB001893,28,Male,Oklahoma,29000,870,GED,74856
1292,CB002292,46,Male,Michigan,130000,10400,GED,48070
966,CB001966,22,Male,Oregon,11000,660,Some College,97371
996,CB001996,27,Male,Pennsylvania,41000,1230,Some College,15764
726,CB001726,27,Male,Tennessee,41000,1230,Associate's Degree,38128
1381,CB002381,32,Male,Mississippi,41000,3690,Bachelor's Degree,39501
128,CB001128,31,Female,New York,36000,1800,High School Diploma,13088
380,CB001380,16,Male,Texas,1300,78,,75063
630,CB001630,29,Female,Montana,27000,1080,Bachelor's Degree,59035
332,CB001332,17,Female,Nebraska,480,43,,68665
654,CB001654,47,Male,North Carolina,130000,6500,Some High School,27109
709,CB001709,46,Male,Missouri,140000,9800,GED,63735
190,CB001190,45,Female,Texas,110000,3300,Master's Degree,76471
427,CB001427,24,Female,Ohio,25000,1500,High School Diploma,44610
191,CB001191,21,Male,California,13000,390,Some High School,91016
687,CB001687,25,Female,New Hampshire,28000,2520,Master's Degree,3225
60,CB001060,27,Female,New Mexico,44000,1320,Some College,87571
319,CB001319,32,Male,Iowa,49000,3920,Master's Degree,50012
338,CB001338,47,Male,New York,140000,12600,Bachelor's Degree,13411
245,CB001245,39,Female,New Jersey,78000,3900,High School Diploma,7803
255,CB001255,39,Alabama,Alabama,92000,8280,Bachelor's Degree,35083
531,CB001531,20,Male,Michigan,5900,354,High School Diploma,49229
404,CB001404,32,Other,Georgia,47000,1880,Some High School,30216
181,CB001181,41,Male,Arkansas,130000,3900,Some High School,72327
570,CB001570,32,Male,Pennsylvania,28000,1120,,18972
544,CB001544,19,Female,New Jersey,5000,400,GED,7023
65,CB001065,28,Female,Oklahoma,30000,2100,Some High School,73743
330,CB001330,43,Other,Indiana,110000,5500,Some High School,46802
301,CB001301,24,Male,Pennsylvania,22000,1980,,16364
1229,CB002229,24,Male,Montana,18000,900,Bachelor's Degree,59039
627,CB001627,34,Female,New Jersey,40000,2800,Bachelor's Degree,7950
895,CB001895,24,Male,North Carolina,23000,1150,Some College,27101
1352,CB002352,17,Male,Alabama,900,36,GED,35242
498,CB001498,34,Other,Alaska,44000,3520,Master's Degree,99761
818,CB001818,39,Male,Maine,66000,5280,Doctorate Degree,3904
285,CB001285,33,Male,Illinois,37000,2590,Bachelor's Degree,62634
85,CB001085,22,Male,Connecticut,11000,990,Some College,6370
822,CB001822,33,Male,Minnesota,39000,2730,Some High School,56434
223,CB001223,31,Male,South Dakota,30000,900,Associate's Degree,57054
756,CB001756,34,Male,Texas,47000,1880,Some High School,79566
650,CB001650,30,Female,Arizona,32000,1280,Some High School,85334
1488,CB002488,27,Other,Georgia,47000,3760,Associate's Degree,31827
603,CB001603,24,Male,Illinois,14000,700,Bachelor's Degree,62886
1099,CB002099,35,Female,New York,83000,4150,Some College,14624
119,CB001119,41,Male,Nebraska,130000,3900,CB001119,69333
742,CB001742,35,Male,Montana,94000,5640,GED,59873
1191,CB002191,43,Female,Illinois,140000,4200,Master's Degree,60901
667,CB001667,47,Male,South Dakota,110000,5500,GED,57450
786,CB001786,22,Male,California,21000,630,Some High School,94586
325,CB001325,48,Female,California,-33000,7200,Some College,95493
237,CB001237,41,Female,Minnesota,140000,5600,High School Diploma,56343
466,CB001466,29,Female,Mississippi,45000,1800,Some College,38633
724,CB001724,37,Male,Florida,98000,7840,Doctorate Degree,34997
1416,CB002416,46,Male,Georgia,150000,7500,Bachelor's Degree,31061
798,CB001798,43,Male,West Virginia,140000,8400,GED,25646
260,CB001260,18,Male,Oregon,3600,324,,97110
491,CB001491,34,Female,Pennsylvania,43000,1290,Master's Degree,15927
1004,CB002004,48,Male,Minnesota,120000,10800,High School Diploma,56032
423,CB001423,17,Female,Mississippi,1600,48,Some High School,39079
411,CB001411,19,Male,Tennessee,3900,351,High School Diploma,38066
1233,CB002233,20,Male,Arizona,7900,237,High School Diploma,85297
529,CB001529,32,Female,New Hampshire,48000,4320,Some College,3442
690,CB001690,17,Female,New Jersey,710,28,Some High School,8832
1105,CB002105,44,Male,Pennsylvania,120000,4800,Master's Degree,15433
1027,CB002027,41,Female,Nebraska,140000,8400,Associate's Degree,68883
1007,CB002007,25,Female,Michigan,31000,2170,Master's Degree,49271
1162,CB002162,17,Male,New York,1100,33,GED,12494
789,CB001789,30,Other,North Dakota,28000,1120,Master's Degree,58704
1487,CB002487,40,Male,Minnesota,140000,4200,Associate's Degree,56721
437,CB001437,19,Female,West Virginia,3600,252,GED,25976
1372,CB002372,25,Male,New York,35000,1400,Some High School,13850
1326,CB002326,38,Male,New Jersey,51000,1530,High School Diploma,8502
54,CB001054,33,Other,Georgia,47000,3760,GED,31093
308,CB001308,33,Male,New York,40000,1200,Bachelor's Degree,13473
1042,CB002042,-31,Other,Wisconsin,47000,2350,Associate's Degree,53040
1341,CB002341,23,Female,Texas,21000,630,Associate's Degree,78670
1289,CB002289,47,Female,Florida,120000,10800,High School Diploma,32052
26,CB001026,27,Female,West Virginia,31000,2170,Bachelor's Degree,26215
639,CB001639,38,Male,Illinois,55000,2200,High School Diploma,61938
1486,CB002486,47,Other,Tennessee,120000,8400,Master's Degree,38347
1283,CB002283,30,Male,Kentucky,45000,3600,,41041
20,CB001020,30,Female,Minnesota,35000,1050,Bachelor's Degree,55609
930,CB001930,33,Male,Pennsylvania,46000,1380,Some High School,16410
58,CB001058,25,Female,Nebraska,,870,GED,69038
419,CB001419,31,Male,Florida,29000,2030,Associate's Degree,32061
1489,CB002489,21,Female,Iowa,15000,450,Bachelor's Degree,51358
100,CB001100,25,Male,Texas,47000,2820,GED,76486
808,CB001808,45,Male,New Hampshire,120000,8400,Associate's Degree,3838
749,CB001749,27,Female,Indiana,25000,1000,Some College,47011
565,CB001565,39,Female,Illinois,77000,4620,Some High School,61401
1095,CB002095,29,Female,Pennsylvania,49000,3920,High School Diploma,15051
1327,CB002327,21,Female,Massachusetts,25000,1500,High School Diploma,1969
1178,CB002178,40,Male,Mississippi,130000,11700,Associate's Degree,39325
84,CB001084,21,Male,Washington,16000,1440,Associate's Degree,98408
771,CB001771,24,Female,Texas,15000,750,Associate's Degree,75852
1375,CB002375,25,Female,New Jersey,46000,4140,GED,8105
189,CB001189,35,Male,Idaho,84000,2520,GED,83806
700,CB001700,21,Male,California,15000,750,Some College,95422
78,CB001078,20,Male,Georgia,8200,492,High School Diploma,31512
1063,CB002063,41,Female,Iowa,140000,7000,Some High School,50438
979,CB001979,26,Male,Virginia,47000,2350,High School Diploma,23110
891,CB001891,41,Male,Arizona,130000,6500,Some College,85268
307,CB001307,31,Male,Arkansas,47000,2820,,72927
461,CB001461,21,Male,Minnesota,12000,960,Bachelor's Degree,55049
149,CB001149,40,Male,Nebraska,110000,7700,Some College,69036
59,CB001059,28,Male,Arkansas,47000,2350,Bachelor's Degree,71958
515,CB001515,37,Male,Virginia,76000,3800,Bachelor's Degree,24179
475,CB001475,39,Female,Kentucky,95000,2850,High School Diploma,40350
329,CB001329,39,Male,Florida,66000,1980,Associate's Degree,32708
601,CB001601,22,Male,Pennsylvania,13000,,Some High School,15522
246,CB001246,37,Male,Illinois,90000,2700,Some High School,62427
828,CB001828,22,Female,New Hampshire,22000,880,High School Diploma,3255
1143,CB002143,43,Male,Connecticut,140000,9800,Some College,6401
1,CB001001,16,Female,Missouri,630,32,,63656
587,CB001587,17,Male,Missouri,1100,77,High School Diploma,64636
1278,CB002278,36,Male,South Carolina,69000,4140,Some High School,29407
736,CB001736,22,Male,Colorado,13000,650,High School Diploma,80543
1134,CB002134,29,Female,Idaho,40000,1600,Some High School,83554
744,CB001744,17,Female,Colorado,340,10,Some High School,80938
157,CB001157,47,Male,Texas,110000,3300,Some High School,75846
1303,CB002303,36,Female,Texas,73000,3650,Doctorate Degree,76470
1173,CB002173,26,Male,North Carolina,45000,3150,Bachelor's Degree,27920
450,CB001450,22,Male,Virginia,19000,760,Some High School,22932
240,CB001240,39,Male,Washington,69000,3450,Some College,99212
1467,CB002467,42,Female,Arkansas,110000,8800,High School Diploma,72838
959,CB001959,44,Female,Virginia,120000,9600,GED,23011
298,CB001298,31,Female,New Hampshire,49000,2450,Bachelor's Degree,3771
934,CB001934,43,Female,Kentucky,120000,8400,Bachelor's Degree,41526
501,CB001501,17,Male,North Dakota,blank,91,GED,58402
485,CB001485,36,Female,Maine,67000,4690,Master's Degree,4255
1181,CB002181,28,Male,Colorado,45000,1350,Some College,80469
354,CB001354,24,Female,California,15000,450,Bachelor's Degree,91732
604,CB001604,28,Male,Wisconsin,46000,3220,Master's Degree,54541
496,CB001496,29,Male,Texas,50000,3500,Master's Degree,78207
993,CB001993,39,Male,Mississippi,96000,5760,Some College,39347
1100,CB002100,31,Female,Vermont,49000,2450,Associate's Degree,5733
1211,CB002211,31,Male,Massachusetts,42000,2100,Some High School,2188
1396,CB002396,18,Female,Oklahoma,2100,147,,73620
1399,CB002399,17,Female,Kentucky,1200,96,,42518
1104,CB002104,42,Other,Georgia,110000,6600,Bachelor's Degree,30070
169,CB001169,37,Female,Minnesota,65000,5850,Bachelor's Degree,55021
1018,CB002018,19,Male,Nebraska,4800,144,GED,68528
1260,CB002260,44,Male,Illinois,110000,4400,Some College,61761
1430,CB002430,36,Female,Maine,90000,4500,Some High School,4853
774,CB001774,25,Male,Michigan,47000,1410,GED,48846
19,CB001019,29,Other,Ohio,32000,960,Some College,43940
1226,CB002226,40,Female,Montana,130000,6500,Master's Degree,59002
313,CB001313,41,Female,Oklahoma,120000,6000,High School Diploma,74577
243,CB001243,31,Male,Texas,36000,2160,Some High School,77433
109,CB001109,22,Male,New York,13000,1170,Associate's Degree,13362
1232,CB002232,17,Male,Louisiana,200,16,Some High School,71227
785,CB001785,29,Male,Alaska,35000,1750,Master's Degree,99756
517,CB001517,47,Male,Tennessee,110000,5500,Bachelor's Degree,38333
1497,CB002497,31,Female,Texas,28000,1400,,77075
671,CB001671,17,Male,Pennsylvania,1200,84,GED,17935
1201,CB002201,38,Female,Kentucky,96000,6720,Master's Degree,41052
68,CB001068,19,Other,New Hampshire,2200,198,High School Diploma,3601
1351,CB002351,30,Male,Oklahoma,34000,3060,Bachelor's Degree,74146
1420,CB002420,22,Male,Georgia,15000,750,GED,30345
273,CB001273,35,Male,Kansas,94000,,Doctorate Degree,67124
1109,CB002109,20,Male,South Dakota,6400,512,Some High School,57323
1046,CB002046,42,Male,Illinois,130000,6500,Associate's Degree,62668
1311,CB002311,20,Female,California,5900,295,GED,91206
1434,CB002434,36,Male,Nebraska,74000,3700,Bachelor's Degree,69029
911,CB001911,21,Female,Oklahoma,19000,1140,High School Diploma,74060
723,CB001723,38,Female,West Virginia,95000,5700,Some College,26739
1020,CB002020,27,Male,Massachusetts,48000,3360,Master's Degree,1260
879,CB001879,39,Female,Connecticut,73000,2920,Bachelor's Degree,6117
1054,CB002054,40,Male,Indiana,120000,9600,GED,47424
609,CB001609,18,Female,Nebraska,3800,152,Some High School,68658
303,CB001303,47,Other,Connecticut,120000,9600,Master's Degree,6442
864,CB001864,26,Other,North Carolina,28000,1120,Associate's Degree,27822
989,CB001989,37,Male,Michigan,65000,3250,Doctorate Degree,49963
1068,CB002068,34,Female,Massachusetts,47000,3760,Bachelor's Degree,1331
703,CB001703,20,Male,Iowa,6800,204,GED,52534
1293,CB002293,46,Male,California,100000,6000,Some College,96141
49,CB001049,25,Male,South Dakota,47000,3760,Associate's Degree,57747
254,CB001254,37,Male,Louisiana,76000,6080,Master's Degree,71104
696,CB001696,28,Male,Washington,34000,1700,Some College,98649
847,CB001847,26,Female,Pennsylvania,42000,3360,Master's Degree,18845
518,CB001518,27,Other,Arkansas,43000,1720,Bachelor's Degree,72585
363,CB001363,37,Male,Missouri,51000,4590,Some College,65588
949,CB001949,37,Male,Tennessee,63000,5040,Master's Degree,38034
1479,CB002479,42,Other,Massachusetts,110000,9900,Some High School,1740
1039,CB002039,42,Female,Wisconsin,140000,8400,Bachelor's Degree,54870
631,CB001631,41,Male,Indiana,120000,8400,High School Diploma,46256
1170,CB002170,47,Male,Florida,110000,7700,GED,32331
1346,CB002346,47,Male,Virginia,140000,4200,Master's Degree,24171
1301,CB002301,24,Male,New Jersey,20000,800,High School Diploma,7641
286,CB001286,40,Male,Maine,130000,3900,Some High School,4685
1378,CB002378,30,Other,Alaska,48000,1440,Some College,99657
1281,CB002281,27,Male,North Carolina,46000,1840,Master's Degree,28740
1390,CB002390,47,Male,Nevada,110000,4400,Associate's Degree,89145
722,CB001722,19,Male,Kentucky,2400,72,GED,42078
685,CB001685,43,Male,Nevada,110000,6600,Some High School,89004
365,CB001365,17,Male,Indiana,1500,75,Some High School,47043
160,CB001160,16,Female,Oklahoma,870,44,,73547
988,CB001988,34,Male,Oklahoma,32000,1280,Master's Degree,73720
1235,CB002235,47,Female,Utah,140000,12600,Some College,84017
1155,CB002155,17,Female,Missouri,1800,108,Some High School,64781
1034,CB002034,33,Male,Alabama,27000,2160,Bachelor's Degree,35460
1086,CB002086,27,Male,California,43000,1720,Some High School,93065
823,CB001823,26,Female,California,26000,2340,Some College,94509
180,CB001180,38,Female,North Dakota,66000,5940,Master's Degree,58448
1166,CB002166,45,Female,California,110000,8800,Bachelor's Degree,92503
748,CB001748,21,Male,Florida,23000,1840,GED,32680
1092,CB002092,29,Male,Minnesota,49000,1470,Bachelor's Degree,56318
1053,CB002053,36,Female,New York,63000,1890,Associate's Degree,12861
1469,CB002469,29,Male,New York,46000,4140,Some High School,11024
1150,CB002150,22,Male,Michigan,21000,630,Associate's Degree,48735
373,CB001373,46,Other,Missouri,110000,7700,Some College,64448
1202,CB002202,39,Female,Louisiana,76000,3800,Master's Degree,71303
947,CB001947,35,Male,New Mexico,88000,2640,GED,88250
788,CB001788,23,Male,Oklahoma,18000,1440,Bachelor's Degree,73040
352,CB001352,25,Female,Kansas,43000,333333333,Master's Degree,66714
559,CB001559,21,Female,Minnesota,12000,720,High School Diploma,55036
1458,CB002458,17,Female,Vermont,340,10,,5444
1309,CB002309,45,Female,Minnesota,140000,12600,Bachelor's Degree,55308
69,CB001069,44,Male,Texas,140000,,GED,78002
677,CB001677,34,Female,New York,36000,2880,Some High School,12086
754,CB001754,36,Male,Oregon,75000,6000,Master's Degree,97431
1478,CB002478,19,Other,Nebraska,3200,96,Some High School,68462
469,CB001469,16,Male,Nebraska,340,14,,68430
115,CB001115,31,Male,Virginia,44000,3520,High School Diploma,23879
274,CB001274,42,Male,Pennsylvania,140000,4200,Bachelor's Degree,15754
792,CB001792,32,Male,Iowa,40000,2800,Associate's Degree,52647
12,CB001012,22,Other,Louisiana,23000,1150,Some College,70072
734,CB001734,31,Female,Texas,35000,1400,GED,76869
776,CB001776,41,Male,Oklahoma,130000,3900,High School Diploma,73950
1031,CB002031,45,Female,Wisconsin,100000,7000,Bachelor's Degree,54428
1230,CB002230,27,Male,New Mexico,34000,1360,Bachelor's Degree,88267
881,CB001881,41,Female,California,150000,13500,High School Diploma,93309
1357,CB002357,38,Male,Ohio,51000,2550,Some High School,43610
917,CB001917,28,Male,Arkansas,47000,2350,GED,72088
1379,CB002379,27,Female,Michigan,29000,1740,High School Diploma,48413
104,CB001104,27,Female,Pennsylvania,43000,2580,Some College,18466
86,CB001086,30,Male,California,47000,2350,High School Diploma,92082
952,CB001952,26,Female,Colorado,47000,3760,Master's Degree,80864
760,CB001760,age,Female,Oregon,11000,660,Bachelor's Degree,97007
230,CB001230,23,Male,Mississippi,17000,1190,Bachelor's Degree,39426
884,CB001884,46,Male,North Carolina,130000,5200,High School Diploma,28508
346,CB001346,26,Male,Arkansas,35000,1750,Some College,71659
31,CB001031,22,Other,Oklahoma,12000,360,Associate's Degree,74342
824,CB001824,43,Male,Massachusetts,150000,6000,Some College,1778
155,CB001155,44,Other,Tennessee,140000,9800,Bachelor's Degree,38232
922,CB001922,29,Other,Maryland,33000,1980,Associate's Degree,21853
38,CB001038,39,Male,Louisiana,73000,2190,Some High School,71103
1096,CB002096,30,Female,Massachusetts,39000,2730,,2630
116,CB001116,31,Male,Alaska,29000,1740,Some College,99782
1172,CB002172,38,Male,California,60000,4200,Doctorate Degree,92065
1391,CB002391,44,Male,Ohio,150000,10500,GED,43032
582,CB001582,29,Male,California,35000,2800,Bachelor's Degree,91390
381,CB001381,44,Female,Indiana,100000,5000,Bachelor's Degree,46216
1040,CB002040,18,Male,Oklahoma,2900,145,High School Diploma,73555
290,CB001290,41,Male,Illinois,110000,5500,GED,61925
1113,CB002113,34,Female,Florida,40000,3600,,34957
1306,CB002306,48,Other,Oklahoma,120000,8400,Bachelor's Degree,73057
987,CB001987,23,Male,Florida,21000,1260,Some High School,32605
192,CB001192,22,Male,Tennessee,21000,1680,Some High School,37872
186,CB001186,25,Male,Missouri,38000,3420,High School Diploma,64625
590,CB001590,40,Male,Michigan,,3300,Master's Degree,49651
103,CB001103,17,Male,Illinois,1800,162,Some High School,61052
402,CB001402,41,Male,Oklahoma,130000,11700,High School Diploma,74116
406,CB001406,39,Male,Arizona,97000,4850,Some High School,85328
201,CB001201,35,Female,Indiana,98000,6860,Doctorate Degree,47130
520,CB001520,24,Female,Arizona,19000,1520,GED,85613
1339,CB002339,36,Male,Ohio,72000,5760,Bachelor's Degree,44139
87,CB001087,43,Female,Virginia,110000,7700,Master's Degree,22312
719,CB001719,26,Female,New York,48000,2400,GED,11575
999,CB001999,26,Male,Georgia,44000,1760,Master's Degree,31569
937,CB001937,29,Female,Tennessee,46000,2300,GED,37755
1252,CB002252,44,Other,Arkansas,110000,6600,Some High School,72569
1265,CB002265,26,Male,Georgia,36000,1440,Bachelor's Degree,31098
1119,CB002119,23,Male,Ohio,23000,1840,Bachelor's Degree,44485
1343,CB002343,21,Male,Michigan,13000,650,High School Diploma,48214
1152,CB002152,27,Female,California,47000,4230,GED,90035
197,CB001197,26,Male,Texas,44000,3080,Master's Degree,77320
1189,CB002189,33,Male,Illinois,33000,990,Master's Degree,62638
815,CB001815,47,Male,Missouri,120000,4800,High School Diploma,65747
173,CB001173,43,Other,New York,110000,5500,Associate's Degree,12919
1323,CB002323,48,Other,North Carolina,150000,9000,Some High School,28211
595,CB001595,18,Female,Texas,3200,160,Some High School,77993
408,CB001408,35,Male,New Mexico,76000,3040,GED,88417
1493,CB002493,43,Female,Oklahoma,140000,9800,High School Diploma,73059
1417,CB002417,21,Female,North Dakota,11000,330,Associate's Degree,58490
784,CB001784,25,Male,South Carolina,43000,1290,Associate's Degree,29039
1480,CB002480,26,Male,Pennsylvania,29000,1740,Master's Degree,16351
766,CB001766,44,Female,Florida,100000,8000,GED,32427
1147,CB002147,36,Male,California,74000,3700,High School Diploma,90005
1177,CB002177,45,Male,Georgia,120000,8400,Some High School,30565
542,CB001542,30,Male,Ohio,33000,2310,GED,43822
1277,CB002277,23,Female,Pennsylvania,24000,2160,Associate's Degree,15621
843,CB001843,20,Male,South Dakota,7500,300,Some College,57460
1267,CB002267,43,mallll,Virginia,140000,12600,GED,24577
1024,CB002024,27,Female,Georgia,32000,1280,GED,31083
282,CB001282,17,Female,New Mexico,170,9,GED,87056
1461,CB002461,17,Female,Nebraska,1700,68,GED,68348
226,CB001226,38,Female,Oklahoma,73000,3650,Doctorate Degree,74421
361,CB001361,26,Female,Pennsylvania,42000,3780,High School Diploma,15661
704,CB001704,36,Male,Pennsylvania,57000,2280,GED,16229
1028,CB002028,36,Female,North Dakota,70000,2100,High School Diploma,58015
1037,CB002037,33,Male,Ohio,47000,2350,Master's Degree,44470
183,CB001183,34,Male,Michigan,45000,1800,Some High School,49612
1423,CB002423,36,Male,Kansas,94000,5640,GED,67563
294,CB001294,32,Female,Florida,42000,3360,Some High School,32127
1312,CB002312,37,Male,Minnesota,86000,6020,Master's Degree,55965
524,CB001524,42,Other,,130000,11700,GED,4255
1015,CB002015,19,Female,Arkansas,4400,264,,72752
897,CB001897,16,Male,New Hampshire,670,47,,3031
624,CB001624,39,Female,Arkansas,78000,4680,Bachelor's Degree,71749
1148,CB002148,23,Male,South Carolina,11000,990,High School Diploma,29448
316,CB001316,16,Male,Alabama,1800,126,,36006
302,CB001302,31,Male,Connecticut,49000,4410,,6373
42,CB001042,22,Female,,15000,600,Some College,25508
378,CB001378,24,Male,Ohio,16000,1280,GED,45617
978,CB001978,32,Male,Georgia,35000,1050,Associate's Degree,31012
1169,CB002169,36,Female,Wisconsin,78000,3900,Master's Degree,54737
1029,CB002029,37,Female,Ohio,80000,6400,GED,45158
1406,CB002406,21,Female,Iowa,20000,1400,Some High School,51532
205,CB001205,23,Male,North Dakota,21000,1260,Associate's Degree,58277
1076,CB002076,26,Male,Colorado,32000,224O,GED,80610
1485,CB002485,17,Other,Puerto Rico,1500,105,GED,601
1085,CB002085,32,Female,Kentucky,31000,930,,40155
1079,CB002079,29,Female,Ohio,36000,1440,Some High School,43907
608,CB001608,32,Female,Texas,41000,3280,Some College,75640
809,CB001809,48,Male,Georgia,140000,,Master's Degree,30573
510,CB001510,27,Female,Kansas,34000,2380,Associate's Degree,66209
1106,CB002106,16,Male,Colorado,1400,56,,80017
561,CB001561,32,Female,Montana,47000,3290,Associate's Degree,59826
137,CB001137,37,Male,Wisconsin,60000,3600,Master's Degree,54425
164,CB001164,35,Female,Montana,79000,2370,Doctorate Degree,59241
862,CB001862,36,Other,New Jersey,75000,6750,High School Diploma,7436
331,CB001331,35,Male,Virginia,81000,6480,Master's Degree,23294
580,CB001580,22,Male,Pennsylvania,16000,1440,Some College,15454
508,CB001508,37,Male,Louisiana,82000,6560,GED,71340
1200,CB002200,21,Female,Pennsylvania,17000,850,Some High School,19562
1418,CB002418,23,Male,Oregon,19000,1140,High School Diploma,97544
1160,CB002160,30,Female,New York,30000,2700,Bachelor's Degree,12042
200,CB001200,2,Female,Connecticut,120000,8400,Master's Degree,6811
241,CB001241,17,Female,North Carolina,890,53,Some High School,28102
344,CB001344,16,Male,Texas,1800,144,,75570
1218,CB002218,17,Male,Mississippi,510,15,,39657
449,CB001449,44,Female,Pennsylvania,130000,6500,Master's Degree,16142
940,CB001940,19,Male,Wisconsin,4800,432,GED,53140
803,CB001803,48,Male,South Dakota,120000,8400,GED,57433
850,CB001850,25,Male,California,25000,2000,GED,92234
702,CB001702,16,Other,Indiana,920,55,,46990
572,CB001572,26,Male,Louisiana,37000,2220,Bachelor's Degree,70802
664,CB001664,22,Male,Kansas,18000,1620,Some High School,67437
714,CB001714,36,Other,Wisconsin,71000,6390,Doctorate Degree,54739
312,CB001312,22,Male,West Virginia,13000,910,Some College,26412
474,CB001474,16,Male,Missouri,1200,60,,63648
424,CB001424,31,,Ohio,49000,2450,GED,43106
407,CB001407,48,Female,Virginia,120000,9600,GED,22821
152,CB001152,30,,Michigan,,2880,High School Diploma,49075
340,CB001340,35,Male,Arkansas,71000,5680,Doctorate Degree,72653
398,CB001398,18,Female,Michigan,3700,222,GED,48084
1006,CB002006,42,Male,Montana,100000,4000,Master's Degree,59440
1057,CB002057,28,Female,Michigan,33000,,Master's Degree,48071
801,CB001801,48,Female,Pennsylvania,110000,5500,Master's Degree,19142
614,CB001614,42,Other,Rhode Island,150000,13500,Some College,2859
146,CB001146,46,Male,Michigan,130000,9100,GED,49726
547,CB001547,26,Male,Louisiana,38000,1520,Bachelor's Degree,71303
658,CB001658,20,Female,Pennsylvania,8300,332,Some High School,16066
660,CB001660,222,Male,Florida,9100,637,,33035
175,CB001175,47,Male,Illinois,100000,5000,GED,61529
1376,CB002376,20,Other,Oregon,6600,198,,97876
457,CB001457,24,Female,Montana,21000,1470,GED,59036
800,CB001800,46,Male,Colorado,110000,5500,High School Diploma,81639
413,CB001413,27,Male,New York,43000,3010,High School Diploma,12131
1439,CB002439,42,Female,Georgia,130000,,Associate's Degree,31772
1388,CB002388,45,Other,Tennessee,140000,8400,Master's Degree,37134
253,CB001253,47,Male,Pennsylvania,110000,3300,Associate's Degree,16150
1019,CB002019,18,Male,Indiana,3000,150,,47424
832,CB001832,40,Female,Pennsylvania,120000,9600,Master's Degree,15214
538,CB001538,28,Female,Indiana,43000,3870,Bachelor's Degree,46506
599,CB001599,445,Male,Wisconsin,130000,3900,Associate's Degree,54555
118,CB001118,42,Female,North Dakota,140000,7000,High School Diploma,58763
715,CB001715,23,Female,Indiana,18000,720,GED,46408
1269,CB002269,16,Female,Ohio,1900,133,,45428
737,CB001737,23,Other,Michigan,12000,720,Some High School,48640
357,CB001357,28,Female,Minnesota,25000,2250,High School Diploma,56119
1209,CB002209,48,Male,South Carolina,130000,7800,High School Diploma,29911
1492,CB002492,17,Male,New Mexico,1300,52,High School Diploma,88114
549,CB001549,20,Male,Pennsylvania,5600,504,,17844
1274,CB002274,32,Female,Pennsylvania,34000,1700,GED,15612
502,CB001502,33,Male,Ohio,25000,1250,GED,44672
1460,CB002460,17,Female,Michigan,1400,84,,48073
659,CB001659,17,Female,Ohio,1900,76,,44904
438,CB001438,28,Male,Nebraska,45000,2250,Master's Degree,68413
1107,CB002107,28,Male,Pennsylvania,42000,1680,Bachelor's Degree,17352
769,CB001769,47,Female,Maine,130000,11700,High School Diploma,4861
1088,CB002088,46,Male,Ohio,140000,7000,High School Diploma,43974
710,CB001710,39,Male,Missouri,86000,7740,Bachelor's Degree,63934
314,CB001314,34,Female,Alabama,35000,1050,Some College,35070
1122,CB002122,44,Other,Pennsylvania,120000,8400,GED,18826
267,CB001267,37,Male,North Dakota,98000,5880,GED,58741
463,CB001463,25,Male,Tennessee,35000,2450,Bachelor's Degree,37048
353,CB001353,17,Female,Texas,860,69,Some High School,78069
106,CB001106,35,Male,Pennsylvania,68000,6120,Master's Degree,17981
958,CB001958,46,Male,Illinois,140000,8400,High School Diploma,61344
105,CB001105,36,Other,North Carolina,92000,8280,Some High School,28332
172,CB001172,40,Male,Illinois,130000,7800,Some High School,61332
99,CB001099,26,Female,Alabama,45000,4050,Some College,36425
526,CB001526,42,Female,Michigan,150000,9000,Some College,49660
892,CB001892,38,Male,New York,76000,6840,Some High School,10199
1290,CB002290,20,Male,Indiana,9600,672,,47260
867,CB001867,45,Other,Alabama,100000,3000,Associate's Degree,36540
214,CB001214,25,Female,California,26000,1040,Some College,96006
814,CB001814,33,Male,Washington,49000,3920,Bachelor's Degree,98045
755,CB001755,22,Female,South Carolina,20000,1200,Some High School,29364
890,CB001890,40,Female,Washington,120000,10800,Some College,99217
1337,CB002337,23,Female,Missouri,18000,1440,Some High School,64720
207,CB001207,29,Female,New York,30000,2100,High School Diploma,14221
77,CB001077,43,Male,Oklahoma,150000,12000,GED,73057
1452,CB002452,38,Male,Florida,92000,7360,High School Diploma,32780
490,CB001490,27,Female,Michigan,29000,2320,Master's Degree,49051
1065,CB002065,30,Male,Mississippi,39000,1170,High School Diploma,39740
